labour_market_exprep_id,census_year,geography_id,geography_name,projection_start_year,projection_end_year,occupation_code,occupation_description,occupation_characteristic,expansion_or_replacement_value
,2011,5910,Vancouver Island/Coast,2010,2020,NOC062,Managers in retail trade,Replacement,3950
,2011,5910,Vancouver Island/Coast,2010,2020,NOC062,Managers in retail trade,Total,4600
,2011,5910,Vancouver Island/Coast,2010,2020,NOC063,Managers in food service and accommodation,Expansion,470
,2011,5910,Vancouver Island/Coast,2010,2020,NOC063,Managers in food service and accommodation,Replacement,1610
,2011,5910,Vancouver Island/Coast,2010,2020,NOC063,Managers in food service and accommodation,Total,2080
,2011,5910,Vancouver Island/Coast,2010,2020,NOC064,Managers in protective services,Expansion,90
,2011,5910,Vancouver Island/Coast,2010,2020,NOC064,Managers in protective services,Replacement,450
,2011,5910,Vancouver Island/Coast,2010,2020,NOC064,Managers in protective services,Total,540
,2011,5910,Vancouver Island/Coast,2010,2020,NOC065,Managers in other services,Expansion,130
,2011,5910,Vancouver Island/Coast,2010,2020,NOC065,Managers in other services,Replacement,330
,2011,5910,Vancouver Island/Coast,2010,2020,NOC065,Managers in other services,Total,460
,2011,5910,Vancouver Island/Coast,2010,2020,NOC071,Managers in construction and transportation,Expansion,-110
,2011,5910,Vancouver Island/Coast,2010,2020,NOC071,Managers in construction and transportation,Replacement,1400
,2011,5910,Vancouver Island/Coast,2010,2020,NOC071,Managers in construction and transportation,Total,1290
,2011,5910,Vancouver Island/Coast,2010,2020,NOC072,Facility operation and maintenance managers,Expansion,100
,2011,5910,Vancouver Island/Coast,2010,2020,NOC072,Facility operation and maintenance managers,Replacement,430
,2011,5910,Vancouver Island/Coast,2010,2020,NOC072,Facility operation and maintenance managers,Total,530
,2011,5910,Vancouver Island/Coast,2010,2020,NOC081,Managers in primary production (except agriculture),Expansion,20
,2011,5910,Vancouver Island/Coast,2010,2020,NOC081,Managers in primary production (except agriculture),Replacement,150
,2011,5910,Vancouver Island/Coast,2010,2020,NOC081,Managers in primary production (except agriculture),Total,170
,2011,5910,Vancouver Island/Coast,2010,2020,NOC091,Managers in manufacturing and utilities,Expansion,30
,2011,5910,Vancouver Island/Coast,2010,2020,NOC091,Managers in manufacturing and utilities,Replacement,520
,2011,5910,Vancouver Island/Coast,2010,2020,NOC091,Managers in manufacturing and utilities,Total,550
,2011,5910,Vancouver Island/Coast,2010,2020,NOC111,"Auditors, accountants and investment professionals",Expansion,180
,2011,5910,Vancouver Island/Coast,2010,2020,NOC111,"Auditors, accountants and investment professionals",Replacement,2020
,2011,5910,Vancouver Island/Coast,2010,2020,NOC111,"Auditors, accountants and investment professionals",Total,2200
,2011,5910,Vancouver Island/Coast,2010,2020,NOC112,Human resources and business service professionals,Expansion,190
,2011,5910,Vancouver Island/Coast,2010,2020,NOC112,Human resources and business service professionals,Replacement,760
,2011,5910,Vancouver Island/Coast,2010,2020,NOC112,Human resources and business service professionals,Total,950
,2011,5910,Vancouver Island/Coast,2010,2020,NOC121,Clerical supervisors,Expansion,100
,2011,5910,Vancouver Island/Coast,2010,2020,NOC121,Clerical supervisors,Replacement,550
,2011,5910,Vancouver Island/Coast,2010,2020,NOC121,Clerical supervisors,Total,650
,2011,5910,Vancouver Island/Coast,2010,2020,NOC122,Administrative and regulatory occupations,Expansion,620
,2011,5910,Vancouver Island/Coast,2010,2020,NOC122,Administrative and regulatory occupations,Replacement,3230
,2011,5910,Vancouver Island/Coast,2010,2020,NOC122,Administrative and regulatory occupations,Total,3850
,2011,5910,Vancouver Island/Coast,2010,2020,NOC123,Finance and insurance administrative occupations,Expansion,280
,2011,5910,Vancouver Island/Coast,2010,2020,NOC123,Finance and insurance administrative occupations,Replacement,2020
,2011,5910,Vancouver Island/Coast,2010,2020,NOC123,Finance and insurance administrative occupations,Total,2300
,2011,5910,Vancouver Island/Coast,2010,2020,NOC124,"Secretaries, recorders and transcriptionists",Expansion,520
,2011,5910,Vancouver Island/Coast,2010,2020,NOC124,"Secretaries, recorders and transcriptionists",Replacement,2170
,2011,5910,Vancouver Island/Coast,2010,2020,NOC124,"Secretaries, recorders and transcriptionists",Total,2690
,2011,5910,Vancouver Island/Coast,2010,2020,NOC141,"Clerical occupations, general office skills",Expansion,1500
,2011,5910,Vancouver Island/Coast,2010,2020,NOC141,"Clerical occupations, general office skills",Replacement,3740
,2011,5910,Vancouver Island/Coast,2010,2020,NOC141,"Clerical occupations, general office skills",Total,5240
,2011,5910,Vancouver Island/Coast,2010,2020,NOC142,Office equipment operators,Expansion,70
,2011,5910,Vancouver Island/Coast,2010,2020,NOC142,Office equipment operators,Replacement,300
,2011,5910,Vancouver Island/Coast,2010,2020,NOC142,Office equipment operators,Total,370
,2011,5910,Vancouver Island/Coast,2010,2020,NOC143,Finance and insurance clerks,Expansion,200
,2011,5910,Vancouver Island/Coast,2010,2020,NOC143,Finance and insurance clerks,Replacement,1880
,2011,5910,Vancouver Island/Coast,2010,2020,NOC143,Finance and insurance clerks,Total,2080
,2011,5910,Vancouver Island/Coast,2010,2020,NOC144,Administrative support clerks,Expansion,340
,2011,5910,Vancouver Island/Coast,2010,2020,NOC144,Administrative support clerks,Replacement,920
,2011,5910,Vancouver Island/Coast,2010,2020,NOC144,Administrative support clerks,Total,1260
,2011,5910,Vancouver Island/Coast,2010,2020,NOC145,"Library, correspondence and related information clerks",Expansion,270
,2011,5910,Vancouver Island/Coast,2010,2020,NOC145,"Library, correspondence and related information clerks",Replacement,810
,2011,5910,Vancouver Island/Coast,2010,2020,NOC145,"Library, correspondence and related information clerks",Total,1080
,2011,5910,Vancouver Island/Coast,2010,2020,NOC146,Mail and message distribution occupations,Expansion,280
,2011,5910,Vancouver Island/Coast,2010,2020,NOC146,Mail and message distribution occupations,Replacement,820
,2011,5910,Vancouver Island/Coast,2010,2020,NOC146,Mail and message distribution occupations,Total,1100
,2011,5910,Vancouver Island/Coast,2010,2020,NOC147,"Recording, scheduling and distributing occupations",Expansion,270
,2011,5910,Vancouver Island/Coast,2010,2020,NOC147,"Recording, scheduling and distributing occupations",Replacement,1070
,2011,5910,Vancouver Island/Coast,2010,2020,NOC147,"Recording, scheduling and distributing occupations",Total,1340
,2011,5910,Vancouver Island/Coast,2010,2020,NOC211,Physical science professionals,Expansion,50
,2011,5910,Vancouver Island/Coast,2010,2020,NOC211,Physical science professionals,Replacement,190
,2011,5910,Vancouver Island/Coast,2010,2020,NOC211,Physical science professionals,Total,240
,2011,5910,Vancouver Island/Coast,2010,2020,NOC212,Life science professionals,Expansion,100
,2011,5910,Vancouver Island/Coast,2010,2020,NOC212,Life science professionals,Replacement,460
,2011,5910,Vancouver Island/Coast,2010,2020,NOC212,Life science professionals,Total,560
,2011,5910,Vancouver Island/Coast,2010,2020,NOC213,"Civil, mechanical, electrical and chemical engineers",Expansion,80
,2011,5910,Vancouver Island/Coast,2010,2020,NOC213,"Civil, mechanical, electrical and chemical engineers",Replacement,480
,2011,5910,Vancouver Island/Coast,2010,2020,NOC213,"Civil, mechanical, electrical and chemical engineers",Total,560
,2011,5910,Vancouver Island/Coast,2010,2020,NOC214,Other engineers,Expansion,50
,2011,5910,Vancouver Island/Coast,2010,2020,NOC214,Other engineers,Replacement,220
,2011,5910,Vancouver Island/Coast,2010,2020,NOC214,Other engineers,Total,270
,2011,5910,Vancouver Island/Coast,2010,2020,NOC215,"Architects, urban planners and land surveyors",Expansion,50
,2011,5910,Vancouver Island/Coast,2010,2020,NOC215,"Architects, urban planners and land surveyors",Replacement,280
,2011,5910,Vancouver Island/Coast,2010,2020,NOC215,"Architects, urban planners and land surveyors",Total,330
,2011,5910,Vancouver Island/Coast,2010,2020,NOC216,"Mathematicians, statisticians and actuaries",Expansion,0
,2011,5910,Vancouver Island/Coast,2010,2020,NOC216,"Mathematicians, statisticians and actuaries",Replacement,30
,2011,5910,Vancouver Island/Coast,2010,2020,NOC216,"Mathematicians, statisticians and actuaries",Total,30
,2011,5910,Vancouver Island/Coast,2010,2020,NOC217,Computer and information systems professionals,Expansion,410
,2011,5910,Vancouver Island/Coast,2010,2020,NOC217,Computer and information systems professionals,Replacement,1420
,2011,5910,Vancouver Island/Coast,2010,2020,NOC217,Computer and information systems professionals,Total,1830
,2011,5910,Vancouver Island/Coast,2010,2020,NOC221,Technical occupations in physical sciences,Expansion,50
,2011,5910,Vancouver Island/Coast,2010,2020,NOC221,Technical occupations in physical sciences,Replacement,140
,2011,5910,Vancouver Island/Coast,2010,2020,NOC221,Technical occupations in physical sciences,Total,190
,2011,5910,Vancouver Island/Coast,2010,2020,NOC222,Technical occupations in life sciences,Expansion,140
,2011,5910,Vancouver Island/Coast,2010,2020,NOC222,Technical occupations in life sciences,Replacement,480
,2011,5910,Vancouver Island/Coast,2010,2020,NOC222,Technical occupations in life sciences,Total,620
,2011,5910,Vancouver Island/Coast,2010,2020,NOC223,"Technical occupations in civil, mechanical and industrial engineering",Expansion,10
,2011,5910,Vancouver Island/Coast,2010,2020,NOC223,"Technical occupations in civil, mechanical and industrial engineering",Replacement,250
,2011,5910,Vancouver Island/Coast,2010,2020,NOC223,"Technical occupations in civil, mechanical and industrial engineering",Total,260
,2011,5910,Vancouver Island/Coast,2010,2020,NOC224,Technical occupations in electronics and electrical engineering,Expansion,170
,2011,5910,Vancouver Island/Coast,2010,2020,NOC224,Technical occupations in electronics and electrical engineering,Replacement,620
,2011,5910,Vancouver Island/Coast,2010,2020,NOC224,Technical occupations in electronics and electrical engineering,Total,790
,2011,5910,Vancouver Island/Coast,2010,2020,NOC225,"Technical occupations in architecture, drafting, surveying and mapping",Expansion,70
,2011,5910,Vancouver Island/Coast,2010,2020,NOC225,"Technical occupations in architecture, drafting, surveying and mapping",Replacement,290
,2011,5910,Vancouver Island/Coast,2010,2020,NOC225,"Technical occupations in architecture, drafting, surveying and mapping",Total,360
,2011,5910,Vancouver Island/Coast,2010,2020,NOC226,Other technical inspectors and regulatory officers,Expansion,40
,2011,5910,Vancouver Island/Coast,2010,2020,NOC226,Other technical inspectors and regulatory officers,Replacement,300
,2011,5910,Vancouver Island/Coast,2010,2020,NOC226,Other technical inspectors and regulatory officers,Total,340
,2011,5910,Vancouver Island/Coast,2010,2020,NOC227,Transportation officers and controllers,Expansion,250
,2011,5910,Vancouver Island/Coast,2010,2020,NOC227,Transportation officers and controllers,Replacement,820
,2011,5910,Vancouver Island/Coast,2010,2020,NOC227,Transportation officers and controllers,Total,1070
,2011,5910,Vancouver Island/Coast,2010,2020,NOC228,Technical occupations in computer and information systems,Expansion,120
,2011,5910,Vancouver Island/Coast,2010,2020,NOC228,Technical occupations in computer and information systems,Replacement,410
,2011,5910,Vancouver Island/Coast,2010,2020,NOC228,Technical occupations in computer and information systems,Total,530
,2011,5910,Vancouver Island/Coast,2010,2020,NOC311,"Physicians, dentists and veterinarians",Expansion,770
,2011,5910,Vancouver Island/Coast,2010,2020,NOC311,"Physicians, dentists and veterinarians",Replacement,1090
,2011,5910,Vancouver Island/Coast,2010,2020,NOC311,"Physicians, dentists and veterinarians",Total,1860
,2011,5910,Vancouver Island/Coast,2010,2020,NOC312,"Optometrists, chiropractors and other health diagnosing and treating professionals",Expansion,130
,2011,5910,Vancouver Island/Coast,2010,2020,NOC312,"Optometrists, chiropractors and other health diagnosing and treating professionals",Replacement,150
,2011,5910,Vancouver Island/Coast,2010,2020,NOC312,"Optometrists, chiropractors and other health diagnosing and treating professionals",Total,280
,2011,5910,Vancouver Island/Coast,2010,2020,NOC313,"Pharmacists, dieticians and nutritionists",Expansion,110
,2011,5910,Vancouver Island/Coast,2010,2020,NOC313,"Pharmacists, dieticians and nutritionists",Replacement,260
,2011,5910,Vancouver Island/Coast,2010,2020,NOC313,"Pharmacists, dieticians and nutritionists",Total,370
,2011,5910,Vancouver Island/Coast,2010,2020,NOC314,Therapy and assessment professionals,Expansion,340
,2011,5910,Vancouver Island/Coast,2010,2020,NOC314,Therapy and assessment professionals,Replacement,390
,2011,5910,Vancouver Island/Coast,2010,2020,NOC314,Therapy and assessment professionals,Total,730
,2011,5910,Vancouver Island/Coast,2010,2020,NOC315,Nurse supervisors and registered nurses,Expansion,2320
,2011,5910,Vancouver Island/Coast,2010,2020,NOC315,Nurse supervisors and registered nurses,Replacement,4010
,2011,5910,Vancouver Island/Coast,2010,2020,NOC315,Nurse supervisors and registered nurses,Total,6330
,2011,5910,Vancouver Island/Coast,2010,2020,NOC321,Medical technologists and technicians (except dental health),Expansion,570
,2011,5910,Vancouver Island/Coast,2010,2020,NOC321,Medical technologists and technicians (except dental health),Replacement,870
,2011,5910,Vancouver Island/Coast,2010,2020,NOC321,Medical technologists and technicians (except dental health),Total,1440
,2011,5910,Vancouver Island/Coast,2010,2020,NOC322,Technical occupations in dental health care,Expansion,150
,2011,5910,Vancouver Island/Coast,2010,2020,NOC322,Technical occupations in dental health care,Replacement,250
,2011,5910,Vancouver Island/Coast,2010,2020,NOC322,Technical occupations in dental health care,Total,400
,2011,5910,Vancouver Island/Coast,2010,2020,NOC323,Other technical occupations in health care (except dental),Expansion,860
,2011,5910,Vancouver Island/Coast,2010,2020,NOC323,Other technical occupations in health care (except dental),Replacement,1330
,2011,5910,Vancouver Island/Coast,2010,2020,NOC323,Other technical occupations in health care (except dental),Total,2190
,2011,5910,Vancouver Island/Coast,2010,2020,NOC341,Assisting occupations in support of health services,Expansion,1820
,2011,5910,Vancouver Island/Coast,2010,2020,NOC341,Assisting occupations in support of health services,Replacement,2380
,2011,5910,Vancouver Island/Coast,2010,2020,NOC341,Assisting occupations in support of health services,Total,4200
,2011,5910,Vancouver Island/Coast,2010,2020,NOC411,"Judges, lawyers and Quebec notaries",Expansion,100
,2011,5910,Vancouver Island/Coast,2010,2020,NOC411,"Judges, lawyers and Quebec notaries",Replacement,510
,2011,5910,Vancouver Island/Coast,2010,2020,NOC411,"Judges, lawyers and Quebec notaries",Total,610
,2011,5910,Vancouver Island/Coast,2010,2020,NOC412,University professors and assistants,Expansion,140
,2011,5910,Vancouver Island/Coast,2010,2020,NOC412,University professors and assistants,Replacement,880
,2011,5910,Vancouver Island/Coast,2010,2020,NOC412,University professors and assistants,Total,1020
,2011,5910,Vancouver Island/Coast,2010,2020,NOC413,College and other vocational instructors,Expansion,130
,2011,5910,Vancouver Island/Coast,2010,2020,NOC413,College and other vocational instructors,Replacement,900
,2011,5910,Vancouver Island/Coast,2010,2020,NOC413,College and other vocational instructors,Total,1030
