census_year,noc_2011_code,noc_2011_description,b.c._median,b.c._low_10thpctl,b.c._high_90thpctl,b.c._source,vancouver_island_coast_median,vic_low_10thpctl,vic_high_90thpctl,vic_year,vic_source,northeast_median,ne_low_10thpctl,ne_high_90thpctl,ne_year,ne_source,north_coast_nechako_median,ncn_low_10thpctl,ncn_high_90thpctl,ncn_year,ncn_source,thompson-okanagan_median,tok_low_10thpctl,tok_high_90thpctl,tok_year,tok_source,cariboo_median,car_low_10thpctl,car_high_90thpctl,car_year,car_source,mainland_southwest_median,msw_low_10thpctl,msw_high_90thpctl,msw_year,msw_source,kootenays_median,kot_low_10thpctl,kot_high_90thpctl,kot_year,kot_source
2011,6346,Funeral directors and embalmers,22.17,14.46,25.88,EI 2011-12 PR NOC4,22.17,14.46,25.88,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,22.17,14.46,25.88,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,22.17,14.46,25.88,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,6411,Sales and account representatives - wholesale trade (non-technical),23.08,12,38.46,LFS 2011-12 PR NOC4,23.08,15,37.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,24.89,15,45.09,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,23.08,12,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.5,10.25,36.06,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23.08,12,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,23,12,38.46,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17.46,10.25,25.43,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
2011,6421,Retail salespersons,12,10.25,22.19,LFS 2011-12 PR NOC4,11.5,10.25,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,22.19,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,11.38,10.25,17,Reference Period:л_2011-2012,Source: Employment Insurance Data,11.75,10.25,24,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.25,26.5,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,11.8,10.25,21.03,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12.5,10.25,28.85,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,6521,Travel counsellors,15.9,11.5,23.08,LFS 2011-12 PR NOC4,15.9,11.5,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,15.9,11.5,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15.9,11.5,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15.9,11.5,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15.9,12,23.08,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6522,Pursers and flight attendants,30.06,22.06,49.5,EI 2011-12 PR NOC4,30.06,22.06,49.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,30.06,22.06,49.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,30.28,22.5,49.78,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,6523,Airline ticket and service agents,17.4,10.5,27,LFS 2011-12 PR NOC4,15,10.25,24,Reference Period:л_2010-2011,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,17.4,10.5,27,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6524,"Ground and water transport ticket agents, cargo service representatives and related clerks",19.72,12.39,29.32,Census 2006 PR NOC4,18,11.5,23.01,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,6525,Hotel front desk clerks,13,10.25,18,LFS 2011-12 PR NOC4,13,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,13.5,12,16,Reference Period:л_2011-2012,Source: Employment Insurance Data,13,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,13,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,13,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,14.31,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12.5,10.25,15.13,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6531,Tour and travel guides,14,10.5,20,EI 2011-12 PR NOC4,15,10.25,24.32,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13.25,10.25,18,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,14,11.14,19,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,6532,Outdoor sport and recreational guides,17,11.32,26,EI 2011-12 PR NOC4,17.93,11.32,23.65,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,18.75,10.25,31.72,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,15.79,11.5,21.4,Reference Period:л_2011-2012,Source: Employment Insurance Data,17.88,12.62,32.1,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6533,Casino occupations,15,10.25,21,LFS 2011-12 PR NOC4,15,10.25,21,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15.7,10.25,21.95,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,15,11.85,20,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6511,MaЕсtres d'hЕ╙tel and hosts/hostesses,11,10.25,18,LFS 2011-12 PR NOC4,11,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,11,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,11,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6512,Bartenders,11,10.25,15.81,EI 2011-12 PR NOC4,11,10.25,16,Reference Period:л_2011-2012,Source: Employment Insurance Data,11,10.25,15.81,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,11,10.25,15,Reference Period:л_2011-2012,Source: Employment Insurance Data,12,10.25,14.89,Reference Period:л_2011-2012,Source: Employment Insurance Data,12,10.25,16.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.38,10.25,13,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,6513,Food and beverage servers,10.25,10.25,15.58,EI 2011-12 PR NOC4,10.28,10.25,15,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.5,10.25,14,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.52,10.25,15,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.25,10.25,13.28,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.25,10.25,13.19,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.5,10.25,18,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.25,10.25,12,Reference Period:л_2011-2012,Source: Employment Insurance Data
2011,4421,Sheriffs and bailiffs,24.21,15.09,27.41,EI 2011-12 PR NOC4,24.21,15.09,27.41,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,24.21,15.09,27.41,Reference Period:л_2011-2012,Source: Employment Insurance Data,24.21,15.09,27.41,Reference Period:л_2011-2012,Source: Employment Insurance Data,24.21,15.09,27.41,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,4422,Correctional service officers,27,15.88,37,LFS 2011-12 PR NOC4,27,15.88,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,27,15.88,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,27,15.88,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,27,15.88,37,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,4423,"By-law enforcement and other regulatory officers, n.e.c.",23.6,11.27,32.72,Census 2006 PR NOC4,23,12,33.14,Reference Period:л_2011-2012,Source: Employment Insurance Data,23.58,17.65,24.76,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,24.39,16.15,32.47,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,23.54,19.92,26.57,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,25.15,13,34.88,Reference Period:л_2011-2012,Source: Employment Insurance Data,,,,Data limitations - refer to provincial wage,
2011,4313,Non-commissioned ranks of the Canadian Forces,27,15,35.9,LFS 2011-12 PR NOC3,27,15,35.9,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,4412,"Home support workers, housekeepers and related occupations",17,10.25,21.94,LFS 2011-12 PR NOC4,17,10.25,20.11,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16.54,13,19.98,Reference Period:л_2011-2012,Source: Employment Insurance Data,17,10.25,21.94,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17,10.25,21.94,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17,10.25,21.94,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,16,10.25,22.25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,17,10.25,21.94,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,4413,Elementary and secondary school teacher assistants,21.98,14,25.42,LFS 2011-12 PR NOC4,22,17.95,25.63,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21,16,22,Reference Period:л_2011-2012,Source: Employment Insurance Data,22.71,14.76,24.37,Reference Period:л_2011-2012,Source: Employment Insurance Data,19.27,10.25,23,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.98,14,25.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,22,14.5,25.74,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,21.98,14,25.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,4411,Home child care providers,10.25,10.25,18.72,LFS 2011-12 PR NOC4,,,,Data limitations - refer to provincial wage,,10.25,10.25,13.49,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,10.25,10.25,15.17,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,10.25,10.25,18.72,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6561,"Image, social and other personal consultants",12.54,10.25,27.13,Census 2006 PR NOC4,11.38,10.25,14.72,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,13.31,10.25,19.91,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6562,"Estheticians, electrologists and related occupations",15,10.25,22,LFS 2011-12 PR NOC4,15,10.25,22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,15,10.25,22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15,10.25,22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,15,10.25,22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6563,Pet groomers and animal care workers,11.5,10.25,15,LFS 2011-12 PR NOC4,11.5,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,11.5,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,11.5,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,
2011,6564,Other personal service occupations,,,,NA,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,,,,,Data limitations - refer to provincial wage,
2011,6611,Cashiers,10.35,10.25,17,LFS 2011-12 PR NOC4,10.5,10.25,16.25,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,12,10.3,14.5,Reference Period:л_2011-2012,Source: Employment Insurance Data,10.35,10.25,17,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.3,10.25,14.42,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.71,10.25,22,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.25,10.25,18,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.35,10.25,17,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada
2011,6621,Service station attendants,10.25,10.25,15,LFS 2011-12 PR NOC4,10.25,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,,,,Data limitations - refer to provincial wage,,10.25,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.25,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.25,10.25,20.64,Reference Period:л_2006,Source: 2006 Census - Statistics Canada,10.25,10.25,15,Reference Period:л_2011-2012,Source: Labour Force Survey - Statistics Canada,10.25,10.25,11.7,Reference Period:л_2006,Source: 2006 Census - Statistics Canada
